dispersion;ouverture_0;ouverture_5;ouverture_10;ouverture_15;ouverture_20;ouverture_25;ouverture_30;ouverture_35;ouverture_40;ouverture_45;ouverture_50;ouverture_55;ouverture_60;ouverture_65;ouverture_70;ouverture_75;ouverture_80;ouverture_85;ouverture_90;ouverture_95;ouverture_100
48,3;0;0,52;1,04;1,57;2,1;2,64;3,19;3,75;4,34;4,94;5,58;6,25;6,96;7,73;8,57;9,52;10,6;11,91;13,61;16,22;28,88
48,4;0;0,52;1,04;1,57;2,1;2,63;3,19;3,75;4,33;4,94;5,57;6,24;6,95;7,72;8,56;9,51;10,59;11,9;13,6;16,21;28,83
48,5;0;0,52;1,04;1,56;2,09;2,63;3,18;3,75;4,33;4,93;5,57;6,24;6,95;7,71;8,56;9,5;10,58;11,89;13,58;16,19;28,79
48,6;0;0,52;1,04;1,56;2,09;2,63;3,18;3,74;4,32;4,93;5,56;6,23;6,94;7,71;8,55;9,49;10,57;11,88;13,57;16,17;28,91
48,7;0;0,52;1,04;1,56;2,09;2,63;3,18;3,74;4,32;4,92;5,56;6,22;6,93;7,7;8,54;9,48;10,56;11,86;13,56;16,16;28,87
48,8;0;0,52;1,04;1,56;2,09;2,62;3,17;3,73;4,32;4,92;5,55;6,22;6,93;7,69;8,53;9,47;10,55;11,85;13,54;16,14;28,83
48,9;0;0,52;1,04;1,56;2,09;2,62;3,17;3,73;4,31;4,91;5,54;6,21;6,92;7,68;8,52;9,46;10,54;11,84;13,53;16,12;28,8
49;0;0,52;1,04;1,56;2,08;2,62;3,17;3,73;4,31;4,91;5,54;6,2;6,91;7,67;8,51;9,45;10,53;11,83;13,52;16,11;28,76
49,1;0;0,52;1,03;1,55;2,08;2,62;3,16;3,72;4,3;4,9;5,53;6,2;6,9;7,67;8,5;9,44;10,52;11,81;13,5;16,09;28,72
49,2;0;0,52;1,03;1,55;2,08;2,61;3,16;3,72;4,3;4,9;5,53;6,19;6,9;7,66;8,49;9,43;10,51;11,8;13,49;16,07;28,68
49,3;0;0,52;1,03;1,55;2,08;2,61;3,16;3,72;4,29;4,89;5,52;6,18;6,89;7,65;8,49;9,42;10,49;11,79;13,47;16,06;28,64
49,4;0;0,52;1,03;1,55;2,07;2,61;3,15;3,71;4,29;4,89;5,52;6,18;6,88;7,64;8,48;9,41;10,48;11,78;13,46;16,04;28,6
49,5;0;0,52;1,03;1,55;2,07;2,61;3,15;3,71;4,28;4,88;5,51;6,17;6,88;7,64;8,47;9,4;10,47;11,77;13,45;16,02;28,56
49,6;0;0,52;1,03;1,55;2,07;2,6;3,15;3,7;4,28;4,88;5,5;6,17;6,87;7,63;8,46;9,39;10,46;11,75;13,43;16,01;28,52
49,7;0;0,52;1,03;1,55;2,07;2,6;3,14;3,7;4,28;4,87;5,5;6,16;6,86;7,62;8,45;9,38;10,45;11,74;13,42;15,99;28,48
49,8;0;0,52;1,03;1,54;2,07;2,6;3,14;3,7;4,27;4,87;5,49;6,15;6,85;7,61;8,44;9,37;10,44;11,73;13,4;15,97;28,44
49,9;0;0,51;1,03;1,54;2,06;2,59;3,14;3,69;4,27;4,86;5,49;6,15;6,85;7,6;8,43;9,36;10,43;11,72;13,39;15,96;28,4
50;0;0,51;1,03;1,54;2,06;2,59;3,13;3,69;4,26;4,86;5,48;6,14;6,84;7,6;8,43;9,35;10,42;11,71;13,38;15,94;28,35
50,1;0;0,51;1,02;1,54;2,06;2,59;3,13;3,69;4,26;4,85;5,48;6,13;6,83;7,59;8,42;9,34;10,41;11,69;13,36;15,93;28,31
50,2;0;0,51;1,02;1,54;2,06;2,59;3,13;3,68;4,25;4,85;5,47;6,13;6,83;7,58;8,41;9,33;10,4;11,68;13,35;15,91;28,43
50,3;0;0,51;1,02;1,54;2,06;2,58;3,12;3,68;4,25;4,84;5,47;6,12;6,82;7,57;8,4;9,32;10,39;11,67;13,34;15,9;28,39
50,4;0;0,51;1,02;1,53;2,05;2,58;3,12;3,67;4,25;4,84;5,46;6,12;6,81;7,57;8,39;9,31;10,38;11,66;13,32;15,88;28,36
50,5;0;0,51;1,02;1,53;2,05;2,58;3,12;3,67;4,24;4,84;5,46;6,11;6,81;7,56;8,38;9,31;10,37;11,65;13,31;15,86;28,32
50,6;0;0,51;1,02;1,53;2,05;2,58;3,12;3,67;4,24;4,83;5,45;6,1;6,8;7,55;8,38;9,3;10,36;11,64;13,3;15,85;28,28
50,7;0;0,51;1,02;1,53;2,05;2,57;3,11;3,66;4,23;4,83;5,44;6,1;6,79;7,54;8,37;9,29;10,35;11,62;13,28;15,83;28,25
50,8;0;0,51;1,02;1,53;2,05;2,57;3,11;3,66;4,23;4,82;5,44;6,09;6,79;7,54;8,36;9,28;10,34;11,61;13,27;15,82;28,21
50,9;0;0,51;1,02;1,53;2,04;2,57;3,11;3,66;4,23;4,82;5,43;6,09;6,78;7,53;8,35;9,27;10,33;11,6;13,26;15,8;28,17
51;0;0,51;1,02;1,53;2,04;2,57;3,1;3,65;4,22;4,81;5,43;6,08;6,77;7,52;8,34;9,26;10,32;11,59;13,25;15,78;28,13
51,1;0;0,51;1,01;1,52;2,04;2,56;3,1;3,65;4,22;4,81;5,42;6,07;6,77;7,51;8,33;9,25;10,31;11,58;13,23;15,77;28,1
51,2;0;0,51;1,01;1,52;2,04;2,56;3,1;3,65;4,21;4,8;5,42;6,07;6,76;7,51;8,33;9,24;10,3;11,57;13,22;15,75;28,06
51,3;0;0,51;1,01;1,52;2,04;2,56;3,09;3,64;4,21;4,8;5,41;6,06;6,75;7,5;8,32;9,23;10,29;11,56;13,21;15,74;28,02
51,4;0;0,51;1,01;1,52;2,03;2,56;3,09;3,64;4,2;4,79;5,41;6,06;6,75;7,49;8,31;9,22;10,28;11,54;13,19;15,72;27,98
51,5;0;0,51;1,01;1,52;2,03;2,55;3,09;3,64;4,2;4,79;5,4;6,05;6,74;7,48;8,3;9,21;10,27;11,53;13,18;15,71;27,94
51,6;0;0,51;1,01;1,52;2,03;2,55;3,08;3,63;4,2;4,78;5,4;6,04;6,73;7,48;8,29;9,2;10,26;11,52;13,17;15,69;27,89
51,7;0;0,51;1,01;1,51;2,03;2,55;3,08;3,63;4,19;4,78;5,39;6,04;6,73;7,47;8,28;9,2;10,25;11,51;13,15;15,67;27,85
51,8;0;0,51;1,01;1,51;2,03;2,55;3,08;3,62;4,19;4,77;5,39;6,03;6,72;7,46;8,28;9,19;10,24;11,5;13,14;15,66;27,81
51,9;0;0,5;1,01;1,51;2,02;2,54;3,08;3,62;4,18;4,77;5,38;6,03;6,71;7,46;8,27;9,18;10,23;11,49;13,13;15,65;27,94
52;0;0,5;1,01;1,51;2,02;2,54;3,07;3,62;4,18;4,76;5,38;6,02;6,71;7,45;8,26;9,17;10,22;11,48;13,12;15,63;27,9
52,1;0;0,5;1;1,51;2,02;2,54;3,07;3,61;4,18;4,76;5,37;6,01;6,7;7,44;8,25;9,16;10,21;11,47;13,1;15,62;27,87
52,2;0;0,5;1;1,51;2,02;2,54;3,07;3,61;4,17;4,76;5,37;6,01;6,69;7,43;8,24;9,15;10,2;11,46;13,09;15,6;27,83
52,3;0;0,5;1;1,51;2,02;2,53;3,06;3,61;4,17;4,75;5,36;6;6,69;7,43;8,24;9,14;10,19;11,44;13,08;15,58;27,8
52,4;0;0,5;1;1,5;2,01;2,53;3,06;3,6;4,16;4,75;5,36;6;6,68;7,42;8,23;9,13;10,18;11,43;13,07;15,57;27,76
52,5;0;0,5;1;1,5;2,01;2,53;3,06;3,6;4,16;4,74;5,35;5,99;6,68;7,41;8,22;9,13;10,17;11,42;13,05;15,55;27,73
52,6;0;0,5;1;1,5;2,01;2,53;3,05;3,6;4,16;4,74;5,34;5,99;6,67;7,41;8,21;9,12;10,16;11,41;13,04;15,54;27,69
52,7;0;0,5;1;1,5;2,01;2,52;3,05;3,59;4,15;4,73;5,34;5,98;6,66;7,4;8,21;9,11;10,15;11,4;13,03;15,52;27,65
52,8;0;0,5;1;1,5;2,01;2,52;3,05;3,59;4,15;4,73;5,33;5,97;6,66;7,39;8,2;9,1;10,14;11,39;13,02;15,51;27,61
52,9;0;0,5;1;1,5;2;2,52;3,05;3,59;4,14;4,72;5,33;5,97;6,65;7,38;8,19;9,09;10,13;11,38;13;15,49;27,58
53;0;0,5;1;1,5;2;2,52;3,04;3,58;4,14;4,72;5,32;5,96;6,64;7,38;8,18;9,08;10,12;11,37;12,99;15,48;27,54
53,1;0;0,5;0,99;1,49;2;2,52;3,04;3,58;4,14;4,71;5,32;5,96;6,64;7,37;8,17;9,07;10,11;11,36;12,98;15,46;27,5
53,2;0;0,5;0,99;1,49;2;2,51;3,04;3,58;4,13;4,71;5,31;5,95;6,63;7,36;8,17;9,06;10,1;11,35;12,97;15,45;27,46
53,3;0;0,5;0,99;1,49;2;2,51;3,03;3,57;4,13;4,71;5,31;5,95;6,62;7,36;8,16;9,06;10,09;11,33;12,95;15,43;27,42
53,4;0;0,5;0,99;1,49;2;2,51;3,03;3,57;4,12;4,7;5,3;5,94;6,62;7,35;8,15;9,05;10,08;11,32;12,94;15,42;27,38
53,5;0;0,5;0,99;1,49;1,99;2,51;3,03;3,57;4,12;4,7;5,3;5,94;6,61;7,34;8,14;9,04;10,07;11,31;12,93;15,41;27,5
53,6;0;0,5;0,99;1,49;1,99;2,5;3,03;3,56;4,12;4,69;5,29;5,93;6,61;7,34;8,14;9,03;10,06;11,3;12,92;15,39;27,47
53,7;0;0,5;0,99;1,49;1,99;2,5;3,02;3,56;4,11;4,69;5,29;5,92;6,6;7,33;8,13;9,02;10,05;11,29;12,91;15,38;27,44
53,8;0;0,5;0,99;1,49;1,99;2,5;3,02;3,56;4,11;4,68;5,28;5,92;6,59;7,32;8,12;9,01;10,04;11,28;12,89;15,36;27,4
53,9;0;0,5;0,99;1,48;1,99;2,5;3,02;3,55;4,11;4,68;5,28;5,91;6,59;7,32;8,11;9,01;10,03;11,27;12,88;15,35;27,37
54;0;0,49;0,99;1,48;1,98;2,49;3,02;3,55;4,1;4,68;5,27;5,91;6,58;7,31;8,11;9;10,02;11,26;12,87;15,33;27,34
54,1;0;0,49;0,99;1,48;1,98;2,49;3,01;3,55;4,1;4,67;5,27;5,9;6,58;7,3;8,1;8,99;10,01;11,25;12,86;15,32;27,3
54,2;0;0,49;0,98;1,48;1,98;2,49;3,01;3,54;4,09;4,67;5,27;5,9;6,57;7,3;8,09;8,98;10,01;11,24;12,84;15,31;27,26
54,3;0;0,49;0,98;1,48;1,98;2,49;3,01;3,54;4,09;4,66;5,26;5,89;6,56;7,29;8,08;8,97;10;11,23;12,83;15,29;27,23
54,4;0;0,49;0,98;1,48;1,98;2,48;3;3,54;4,09;4,66;5,26;5,89;6,56;7,28;8,08;8,96;9,99;11,22;12,82;15,28;27,19
54,5;0;0,49;0,98;1,48;1,97;2,48;3;3,53;4,08;4,65;5,25;5,88;6,55;7,27;8,07;8,96;9,98;11,21;12,81;15,26;27,16
54,6;0;0,49;0,98;1,47;1,97;2,48;3;3,53;4,08;4,65;5,25;5,87;6,55;7,27;8,06;8,95;9,97;11,2;12,8;15,25;27,12
54,7;0;0,49;0,98;1,47;1,97;2,48;3;3,53;4,08;4,64;5,24;5,87;6,54;7,26;8,05;8,94;9,96;11,19;12,78;15,23;27,08
54,8;0;0,49;0,98;1,47;1,97;2,48;2,99;3,52;4,07;4,64;5,24;5,86;6,53;7,25;8,05;8,93;9,95;11,18;12,77;15,22;27,04
54,9;0;0,49;0,98;1,47;1,97;2,47;2,99;3,52;4,07;4,64;5,23;5,86;6,53;7,25;8,04;8,92;9,94;11,17;12,76;15,21;27
55;0;0,49;0,98;1,47;1,97;2,47;2,99;3,52;4,06;4,63;5,23;5,85;6,52;7,24;8,03;8,91;9,93;11,16;12,75;15,19;26,96
55,1;0;0,49;0,98;1,47;1,96;2,47;2,98;3,51;4,06;4,63;5,22;5,85;6,52;7,24;8,02;8,91;9,92;11,15;12,74;15,18;27,09
55,2;0;0,49;0,98;1,47;1,96;2,47;2,98;3,51;4,06;4,62;5,22;5,84;6,51;7,23;8,02;8,9;9,91;11,14;12,73;15,17;27,06
55,3;0;0,49;0,97;1,46;1,96;2,46;2,98;3,51;4,05;4,62;5,21;5,84;6,5;7,22;8,01;8,89;9,9;11,13;12,72;15,15;27,03
55,4;0;0,49;0,97;1,46;1,96;2,46;2,98;3,5;4,05;4,62;5,21;5,83;6,5;7,22;8;8,88;9,9;11,12;12,7;15,14;26,99
55,5;0;0,49;0,97;1,46;1,96;2,46;2,97;3,5;4,05;4,61;5,2;5,83;6,49;7,21;7,99;8,87;9,89;11,11;12,69;15,12;26,96
55,6;0;0,49;0,97;1,46;1,96;2,46;2,97;3,5;4,04;4,61;5,2;5,82;6,49;7,2;7,99;8,87;9,88;11,1;12,68;15,11;26,93
55,7;0;0,49;0,97;1,46;1,95;2,46;2,97;3,49;4,04;4,6;5,19;5,82;6,48;7,2;7,98;8,86;9,87;11,09;12,67;15,1;26,89
55,8;0;0,49;0,97;1,46;1,95;2,45;2,97;3,49;4,03;4,6;5,19;5,81;6,47;7,19;7,97;8,85;9,86;11,08;12,66;15,08;26,86
55,9;0;0,49;0,97;1,46;1,95;2,45;2,96;3,49;4,03;4,59;5,18;5,81;6,47;7,18;7,97;8,84;9,85;11,07;12,65;15,07;26,83
56;0;0,49;0,97;1,46;1,95;2,45;2,96;3,49;4,03;4,59;5,18;5,8;6,46;7,18;7,96;8,83;9,84;11,06;12,63;15,05;26,79
56,1;0;0,49;0,97;1,45;1,95;2,45;2,96;3,48;4,02;4,59;5,17;5,8;6,46;7,17;7,95;8,83;9,83;11,05;12,62;15,04;26,75
56,2;0;0,49;0,97;1,45;1,94;2,44;2,96;3,48;4,02;4,58;5,17;5,79;6,45;7,16;7,94;8,82;9,82;11,04;12,61;15,03;26,72
56,3;0;0,48;0,97;1,45;1,94;2,44;2,95;3,48;4,02;4,58;5,17;5,78;6,44;7,16;7,94;8,81;9,82;11,03;12,6;15,01;26,68
56,4;0;0,48;0,97;1,45;1,94;2,44;2,95;3,47;4,01;4,57;5,16;5,78;6,44;7,15;7,93;8,8;9,81;11,02;12,59;15;26,65
56,5;0;0,48;0,96;1,45;1,94;2,44;2,95;3,47;4,01;4,57;5,16;5,77;6,43;7,14;7,92;8,79;9,8;11,01;12,58;14,99;26,61
56,6;0;0,48;0,96;1,45;1,94;2,44;2,94;3,47;4,01;4,57;5,15;5,77;6,43;7,14;7,92;8,79;9,79;11;12,57;14,97;26,57
56,7;0;0,48;0,96;1,45;1,94;2,43;2,94;3,46;4;4,56;5,15;5,76;6,42;7,13;7,91;8,78;9,78;10,99;12,56;14,96;26,69
56,8;0;0,48;0,96;1,45;1,93;2,43;2,94;3,46;4;4,56;5,14;5,76;6,42;7,13;7,9;8,77;9,77;10,98;12,55;14,95;26,66
56,9;0;0,48;0,96;1,44;1,93;2,43;2,94;3,46;4;4,55;5,14;5,75;6,41;7,12;7,9;8,76;9,76;10,97;12,53;14,94;26,63
57;0;0,48;0,96;1,44;1,93;2,43;2,93;3,45;3,99;4,55;5,13;5,75;6,41;7,11;7,89;8,76;9,75;10,96;12,52;14,92;26,6
57,1;0;0,48;0,96;1,44;1,93;2,43;2,93;3,45;3,99;4,55;5,13;5,74;6,4;7,11;7,88;8,75;9,75;10,95;12,51;14,91;26,57
57,2;0;0,48;0,96;1,44;1,93;2,42;2,93;3,45;3,98;4,54;5,12;5,74;6,39;7,1;7,87;8,74;9,74;10,94;12,5;14,9;26,54
57,3;0;0,48;0,96;1,44;1,93;2,42;2,93;3,45;3,98;4,54;5,12;5,73;6,39;7,09;7,87;8,73;9,73;10,93;12,49;14,88;26,51
57,4;0;0,48;0,96;1,44;1,92;2,42;2,92;3,44;3,98;4,53;5,12;5,73;6,38;7,09;7,86;8,72;9,72;10,92;12,48;14,87;26,47
57,5;0;0,48;0,96;1,44;1,92;2,42;2,92;3,44;3,97;4,53;5,11;5,72;6,38;7,08;7,85;8,72;9,71;10,91;12,47;14,86;26,44
57,6;0;0,48;0,96;1,44;1,92;2,41;2,92;3,44;3,97;4,53;5,11;5,72;6,37;7,08;7,85;8,71;9,7;10,9;12,46;14,84;26,41
57,7;0;0,48;0,95;1,43;1,92;2,41;2,92;3,43;3,97;4,52;5,1;5,71;6,37;7,07;7,84;8,7;9,69;10,89;12,45;14,83;26,37
57,8;0;0,48;0,95;1,43;1,92;2,41;2,91;3,43;3,96;4,52;5,1;5,71;6,36;7,06;7,83;8,69;9,69;10,88;12,43;14,82;26,34
57,9;0;0,48;0,95;1,43;1,92;2,41;2,91;3,43;3,96;4,51;5,09;5,7;6,35;7,06;7,83;8,69;9,68;10,87;12,42;14,8;26,3
58;0;0,48;0,95;1,43;1,91;2,41;2,91;3,42;3,96;4,51;5,09;5,7;6,35;7,05;7,82;8,68;9,67;10,86;12,41;14,79;26,27
58,1;0;0,48;0,95;1,43;1,91;2,4;2,91;3,42;3,95;4,51;5,08;5,69;6,34;7,04;7,81;8,67;9,66;10,85;12,4;14,78;26,23
58,2;0;0,48;0,95;1,43;1,91;2,4;2,9;3,42;3,95;4,5;5,08;5,69;6,34;7,04;7,81;8,66;9,65;10,84;12,39;14,76;26,19
58,3;0;0,48;0,95;1,43;1,91;2,4;2,9;3,42;3,95;4,5;5,08;5,68;6,33;7,03;7,8;8,66;9,64;10,83;12,38;14,75;26,32
58,4;0;0,48;0,95;1,43;1,91;2,4;2,9;3,41;3,94;4,49;5,07;5,68;6,33;7,03;7,79;8,65;9,64;10,83;12,37;14,74;26,29
58,5;0;0,48;0,95;1,42;1,91;2,4;2,9;3,41;3,94;4,49;5,07;5,67;6,32;7,02;7,79;8,64;9,63;10,82;12,36;14,73;26,26
58,6;0;0,48;0,95;1,42;1,9;2,39;2,89;3,41;3,94;4,49;5,06;5,67;6,32;7,01;7,78;8,63;9,62;10,81;12,35;14,71;26,23
58,7;0;0,47;0,95;1,42;1,9;2,39;2,89;3,4;3,93;4,48;5,06;5,67;6,31;7,01;7,77;8,63;9,61;10,8;12,34;14,7;26,2
58,8;0;0,47;0,95;1,42;1,9;2,39;2,89;3,4;3,93;4,48;5,05;5,66;6,31;7;7,77;8,62;9,6;10,79;12,33;14,69;26,17
58,9;0;0,47;0,94;1,42;1,9;2,39;2,89;3,4;3,93;4,48;5,05;5,66;6,3;7;7,76;8,61;9,6;10,78;12,32;14,68;26,13
59;0;0,47;0,94;1,42;1,9;2,39;2,88;3,4;3,92;4,47;5,05;5,65;6,3;6,99;7,75;8,6;9,59;10,77;12,31;14,66;26,1
59,1;0;0,47;0,94;1,42;1,9;2,38;2,88;3,39;3,92;4,47;5,04;5,65;6,29;6,98;7,75;8,6;9,58;10,76;12,3;14,65;26,07
59,2;0;0,47;0,94;1,42;1,89;2,38;2,88;3,39;3,92;4,46;5,04;5,64;6,28;6,98;7,74;8,59;9,57;10,75;12,29;14,64;26,04
59,3;0;0,47;0,94;1,41;1,89;2,38;2,88;3,39;3,91;4,46;5,03;5,64;6,28;6,97;7,73;8,58;9,56;10,74;12,28;14,63;26
59,4;0;0,47;0,94;1,41;1,89;2,38;2,87;3,38;3,91;4,46;5,03;5,63;6,27;6,97;7,73;8,58;9,55;10,73;12,26;14,61;25,97
59,5;0;0,47;0,94;1,41;1,89;2,38;2,87;3,38;3,91;4,45;5,02;5,63;6,27;6,96;7,72;8,57;9,55;10,72;12,25;14,6;25,94
59,6;0;0,47;0,94;1,41;1,89;2,37;2,87;3,38;3,9;4,45;5,02;5,62;6,26;6,95;7,71;8,56;9,54;10,71;12,24;14,59;25,9
59,7;0;0,47;0,94;1,41;1,89;2,37;2,87;3,38;3,9;4,45;5,02;5,62;6,26;6,95;7,71;8,55;9,53;10,71;12,23;14,58;25,87
59,8;0;0,47;0,94;1,41;1,89;2,37;2,86;3,37;3,9;4,44;5,01;5,61;6,25;6,94;7,7;8,55;9,52;10,7;12,22;14,56;25,83
59,9;0;0,47;0,94;1,41;1,88;2,37;2,86;3,37;3,89;4,44;5,01;5,61;6,25;6,94;7,69;8,54;9,51;10,69;12,21;14,55;25,8
60;0;0,47;0,94;1,41;1,88;2,37;2,86;3,37;3,89;4,43;5;5,6;6,24;6,93;7,69;8,53;9,51;10,68;12,2;14,54;25,93
60,1;0;0,47;0,94;1,4;1,88;2,36;2,86;3,36;3,89;4,43;5;5,6;6,24;6,93;7,68;8,53;9,5;10,67;12,19;14,53;25,9
60,2;0;0,47;0,93;1,4;1,88;2,36;2,86;3,36;3,88;4,43;4,99;5,59;6,23;6,92;7,67;8,52;9,49;10,66;12,18;14,52;25,87
60,3;0;0,47;0,93;1,4;1,88;2,36;2,85;3,36;3,88;4,42;4,99;5,59;6,23;6,91;7,67;8,51;9,48;10,65;12,17;14,5;25,84
60,4;0;0,47;0,93;1,4;1,88;2,36;2,85;3,36;3,88;4,42;4,99;5,58;6,22;6,91;7,66;8,5;9,47;10,64;12,16;14,49;25,81
60,5;0;0,47;0,93;1,4;1,87;2,36;2,85;3,35;3,87;4,42;4,98;5,58;6,22;6,9;7,66;8,5;9,47;10,63;12,15;14,48;25,78
60,6;0;0,47;0,93;1,4;1,87;2,35;2,85;3,35;3,87;4,41;4,98;5,58;6,21;6,9;7,65;8,49;9,46;10,63;12,14;14,47;25,75
60,7;0;0,47;0,93;1,4;1,87;2,35;2,84;3,35;3,87;4,41;4,97;5,57;6,21;6,89;7,64;8,48;9,45;10,62;12,13;14,45;25,72
60,8;0;0,47;0,93;1,4;1,87;2,35;2,84;3,34;3,86;4,4;4,97;5,57;6,2;6,89;7,64;8,48;9,44;10,61;12,12;14,44;25,69
60,9;0;0,47;0,93;1,4;1,87;2,35;2,84;3,34;3,86;4,4;4,97;5,56;6,2;6,88;7,63;8,47;9,44;10,6;12,11;14,43;25,65
61;0;0,47;0,93;1,39;1,87;2,35;2,84;3,34;3,86;4,4;4,96;5,56;6,19;6,87;7,62;8,46;9,43;10,59;12,1;14,42;25,62
61,1;0;0,47;0,93;1,39;1,86;2,34;2,83;3,34;3,86;4,39;4,96;5,55;6,19;6,87;7,62;8,45;9,42;10,58;12,09;14,41;25,59
61,2;0;0,46;0,93;1,39;1,86;2,34;2,83;3,33;3,85;4,39;4,95;5,55;6,18;6,86;7,61;8,45;9,41;10,57;12,08;14,39;25,56
61,3;0;0,46;0,93;1,39;1,86;2,34;2,83;3,33;3,85;4,39;4,95;5,54;6,18;6,86;7,6;8,44;9,4;10,56;12,07;14,38;25,52
61,4;0;0,46;0,93;1,39;1,86;2,34;2,83;3,33;3,85;4,38;4,95;5,54;6,17;6,85;7,6;8,43;9,4;10,56;12,06;14,37;25,49
61,5;0;0,46;0,92;1,39;1,86;2,34;2,82;3,33;3,84;4,38;4,94;5,53;6,17;6,85;7,59;8,43;9,39;10,55;12,05;14,36;25,45
61,6;0;0,46;0,92;1,39;1,86;2,33;2,82;3,32;3,84;4,38;4,94;5,53;6,16;6,84;7,59;8,42;9,38;10,54;12,04;14,35;25,58
61,7;0;0,46;0,92;1,39;1,86;2,33;2,82;3,32;3,84;4,37;4,93;5,53;6,16;6,84;7,58;8,41;9,37;10,53;12,03;14,34;25,55
61,8;0;0,46;0,92;1,39;1,85;2,33;2,82;3,32;3,83;4,37;4,93;5,52;6,15;6,83;7,57;8,41;9,37;10,52;12,02;14,33;25,52
61,9;0;0,46;0,92;1,38;1,85;2,33;2,82;3,31;3,83;4,37;4,93;5,52;6,15;6,82;7,57;8,4;9,36;10,51;12,01;14,31;25,49
62;0;0,46;0,92;1,38;1,85;2,33;2,81;3,31;3,83;4,36;4,92;5,51;6,14;6,82;7,56;8,39;9,35;10,5;12;14,3;25,47
62,1;0;0,46;0,92;1,38;1,85;2,33;2,81;3,31;3,82;4,36;4,92;5,51;6,14;6,81;7,56;8,39;9,34;10,5;11,99;14,29;25,44
62,2;0;0,46;0,92;1,38;1,85;2,32;2,81;3,31;3,82;4,35;4,91;5,5;6,13;6,81;7,55;8,38;9,34;10,49;11,98;14,28;25,41
62,3;0;0,46;0,92;1,38;1,85;2,32;2,81;3,3;3,82;4,35;4,91;5,5;6,13;6,8;7,54;8,37;9,33;10,48;11,97;14,27;25,38
62,4;0;0,46;0,92;1,38;1,85;2,32;2,8;3,3;3,81;4,35;4,91;5,49;6,12;6,8;7,54;8,37;9,32;10,47;11,96;14,25;25,35
62,5;0;0,46;0,92;1,38;1,84;2,32;2,8;3,3;3,81;4,34;4,9;5,49;6,12;6,79;7,53;8,36;9,31;10,46;11,95;14,24;25,32
62,6;0;0,46;0,92;1,38;1,84;2,32;2,8;3,3;3,81;4,34;4,9;5,48;6,11;6,79;7,52;8,35;9,31;10,45;11,94;14,23;25,29
62,7;0;0,46;0,92;1,38;1,84;2,31;2,8;3,29;3,81;4,34;4,89;5,48;6,11;6,78;7,52;8,35;9,3;10,44;11,93;14,22;25,25
62,8;0;0,46;0,91;1,37;1,84;2,31;2,8;3,29;3,8;4,33;4,89;5,48;6,1;6,77;7,51;8,34;9,29;10,44;11,93;14,21;25,22
62,9;0;0,46;0,91;1,37;1,84;2,31;2,79;3,29;3,8;4,33;4,89;5,47;6,1;6,77;7,51;8,33;9,28;10,43;11,92;14,2;25,19
63;0;0,46;0,91;1,37;1,84;2,31;2,79;3,29;3,8;4,33;4,88;5,47;6,09;6,76;7,5;8,33;9,28;10,42;11,91;14,18;25,16
63,1;0;0,46;0,91;1,37;1,84;2,31;2,79;3,28;3,79;4,32;4,88;5,46;6,09;6,76;7,49;8,32;9,27;10,41;11,9;14,17;25,12
63,2;0;0,46;0,91;1,37;1,83;2,3;2,79;3,28;3,79;4,32;4,87;5,46;6,08;6,75;7,49;8,31;9,26;10,4;11,89;14,16;25,09
63,3;0;0,46;0,91;1,37;1,83;2,3;2,78;3,28;3,79;4,32;4,87;5,45;6,08;6,75;7,48;8,31;9,25;10,4;11,88;14,15;25,22
63,4;0;0,46;0,91;1,37;1,83;2,3;2,78;3,28;3,78;4,31;4,87;5,45;6,07;6,74;7,48;8,3;9,25;10,39;11,87;14,14;25,19
63,5;0;0,46;0,91;1,37;1,83;2,3;2,78;3,27;3,78;4,31;4,86;5,45;6,07;6,74;7,47;8,29;9,24;10,38;11,86;14,13;25,16
63,6;0;0,46;0,91;1,37;1,83;2,3;2,78;3,27;3,78;4,31;4,86;5,44;6,06;6,73;7,47;8,29;9,23;10,37;11,85;14,12;25,14
63,7;0;0,46;0,91;1,36;1,83;2,3;2,78;3,27;3,78;4,3;4,86;5,44;6,06;6,73;7,46;8,28;9,22;10,36;11,84;14,11;25,11
63,8;0;0,46;0,91;1,36;1,82;2,29;2,77;3,26;3,77;4,3;4,85;5,43;6,05;6,72;7,45;8,27;9,22;10,35;11,83;14,1;25,08
63,9;0;0,46;0,91;1,36;1,82;2,29;2,77;3,26;3,77;4,3;4,85;5,43;6,05;6,72;7,45;8,27;9,21;10,35;11,82;14,08;25,05
64;0;0,45;0,91;1,36;1,82;2,29;2,77;3,26;3,77;4,29;4,84;5,42;6,04;6,71;7,44;8,26;9,2;10,34;11,81;14,07;25,02
64,1;0;0,45;0,91;1,36;1,82;2,29;2,77;3,26;3,76;4,29;4,84;5,42;6,04;6,71;7,44;8,25;9,2;10,33;11,8;14,06;24,99
64,2;0;0,45;0,9;1,36;1,82;2,29;2,76;3,25;3,76;4,29;4,84;5,42;6,03;6,7;7,43;8,25;9,19;10,32;11,79;14,05;24,96
64,3;0;0,45;0,9;1,36;1,82;2,29;2,76;3,25;3,76;4,29;4,84;5,42;6,03;6,7;7,43;8,25;9,19;10,32;11,79;14,05;24,96
64,4;0;0,45;0,9;1,36;1,82;2,28;2,76;3,25;3,75;4,28;4,83;5,41;6,02;6,69;7,42;8,23;9,17;10,3;11,78;14,03;24,9
